gene_id,Ht_1,Ht_2,Ht_3,St_1,St_2,St_3
ENSAPEG00000020472.1,8.99729,5.99492,6.14585,11.2265,6.90148,8.3783
ENSAPEG00000020473.1,4.01466,5.0909,13.6863,0,4.96215,6.65658
ENSAPEG00000020474.1,3.92545,2.2053,2.15227,9.1825,3.80035,3.48966
ENSAPEG00000020475.1,12.7814,13.497679999999999,12.7402,10.5491,14.9342,12.125855
ENSAPEG00000020476.1,5.33995,0,0,0,0,1.8072
ENSAPEG00000020477.1,63.7813,78.8143,69.9967,23.27189,82.9716,82.56809999999999
ENSAPEG00000020478.1,5.67282,5.42848,5.28521,3.75019,4.93591,6.59389
ENSAPEG00000020479.1,43.407,29.662,57.3456,78.2663,62.0028,58.3078
ENSAPEG00000020480.1,9.57732,11.368066,8.9635,7.82951238,10.981,13.005269
ENSAPEG00000020481.1,9.64166,9.83551,22.3263,6.36887,10.8,14.3289
ENSAPEG00000020482.1,2.73842,2.40668,0,0,2.02577,2.50661
ENSAPEG00000020483.1,1.76118,0.878416,0,0,2.49224,1.8248
ENSAPEG00000020484.1,15.8738,7.0786,8.44722,27.2526,15.7338,14.0934
ENSAPEG00000020485.1,0.975871,0.82132,1.00819,4.30629,1.60164,0.794933
ENSAPEG00000020486.1,3.36064,2.47903,2.30091,2.72191,1.93571,2.69384
ENSAPEG00000020487.1,27.0126,14.60518,28.4377,24.07565,23.3601,19.839489999999998
ENSAPEG00000020488.1,68.7693,59.3432,62.6812,49.5929,64.706,66.7875
ENSAPEG00000020489.1,114.514,75.9189,72.3592,33.646,23.1633,40.2847
ENSAPEG00000020490.1,1789.879,1632.415,1786.4789999999998,1553.296,1728.9969999999998,1717.675
ENSAPEG00000020491.1,8.76066,6.511839999999999,7.500101,7.600388,9.74682,8.36755
ENSAPEG00000020492.1,8.42247,4.79761,6.19924,8.8152,7.08922,8.73308
ENSAPEG00000020493.1,0.0730589,0.216805,0,0,0.345357,0.1640883
ENSAPEG00000020494.1,119.006,82.77437,138.778,125.657,118.548,68.0757445
ENSAPEG00000020495.1,0.269317,0.0674054,0,0,0.0632492,0.23333350000000003
ENSAPEG00000020496.1,9.06815,31.2796,25.7171,4.76851,21.8697,45.6852
ENSAPEG00000020497.1,23.1833,15.206,23.763,51.3314,22.3861,29.4697
ENSAPEG00000020498.1,116.0471,137.4956,128.9885,157.8531,153.9806,97.0595
ENSAPEG00000020499.1,1.160871,0.8587420000000001,1.25415,0,0.986106,1.026141
ENSAPEG00000020500.1,0,9.67475,6.89016,0,38.9275,18.8922
ENSAPEG00000020501.1,6.28414,3.38028,5.43858,4.74708,7.40324,5.45715
ENSAPEG00000020502.1,0,0.122149,0,0,0.226569,0.147345
ENSAPEG00000020503.1,1.93465,1.92523,1.69778,2.55033,1.61093,1.89201
ENSAPEG00000020504.1,0.327062,0.313464,0.677672,0,0.153855,0.380995
ENSAPEG00000020505.1,952.971,762.414,943.323,505.805,1074.88,621.344
ENSAPEG00000020506.1,2.75459,5.14672,4.53314,3.7502,2.2377,3.9684648
ENSAPEG00000020507.1,7.19247,5.41284,5.93686985,4.79418,7.9368549999999995,7.29202
ENSAPEG00000020508.1,3.62642,2.24793,1.88132,4.98249,2.83039,2.72218
ENSAPEG00000020509.1,71.35759999999999,66.9838,63.713899999999995,69.8466,73.77799999999999,74.4716
ENSAPEG00000020510.1,40.0946,31.9795,46.9385,36.9717,56.2313,44.7506
ENSAPEG00000020511.1,6.15186,5.33804,4.67356,3.41941,5.59615,7.74178
ENSAPEG00000020512.1,13.0162,18.6633,20.8379,3.30165,11.925,18.1527
ENSAPEG00000020513.1,4.63433,4.79067,7.18067,24.1001,5.97516,8.60899
ENSAPEG00000020515.1,2.58855,2.25159,2.64182,1.95781,2.63987,2.13115
ENSAPEG00000020516.1,4.96005,5.76305,7.7612,1.05653,7.16607,6.69059
ENSAPEG00000020517.1,20.4916,9.9871200000000009,4.02844,4.17143,9.31712,10.9554
ENSAPEG00000020518.1,13.6774,12.388401,11.655,5.84927,13.007697,15.396586000000001
ENSAPEG00000020519.1,100.97740540000001,63.5924182,111.620868,268.86754,101.80133119999999,65.55420960000001
ENSAPEG00000020520.1,6.5534,5.17682,4.05498,6.74203,7.42086,7.49407
ENSAPEG00000020521.1,7.09769,5.57545,6.6798,3.46895,6.20573,6.47537
ENSAPEG00000020522.1,3.23985,3.210592,3.17335,5.85522,4.05272,3.944773
ENSAPEG00000020523.1,7.355410000000001,12.085709999999999,4.57618,9.75639,7.40342,9.92763
ENSAPEG00000020524.1,19.1198,13.3454922,13.0574,16.0562,11.7083,21.762203999999997
ENSAPEG00000020525.1,19.66763,10.916873,20.52042,39.38671,30.022446000000002,18.51457
ENSAPEG00000020526.1,5.6617302,3.7883105,5.05352,3.25996,5.347194200000001,5.1214018
ENSAPEG00000020527.1,14.6146,8.24864,8.36833,3.56805,8.14959,12.8516
ENSAPEG00000020528.1,13.523298299999999,6.7814741,12.6364,9.02824,15.9801,12.5324
ENSAPEG00000020529.1,7.6942,7.73916,7.55084,2.41291,6.05931,7.53383
ENSAPEG00000020530.1,3.318286,3.2164460000000004,2.177581,4.60817,3.825229,3.577679
ENSAPEG00000020531.1,0.243542,0,0,0,0,0.594358
ENSAPEG00000020533.1,8.83382,6.82102,10.2645,10.2995,12.1556,11.0281
ENSAPEG00000020534.1,86.2708,111.317,59.1305,45.421,54.9076,93.8766
ENSAPEG00000020535.1,71.6789,48.0574,92.4269,119.843,52.8081,53.0841
ENSAPEG00000020536.1,30.1047,18.8602,20.4878,18.9362,32.7666,19.4668
ENSAPEG00000020537.1,23.3591,14.1723,23.8529,0,15.3923,18.085
ENSAPEG00000020538.1,0.163619,0.15584,0.0851765,0,0.103208,0.138439
ENSAPEG00000020539.1,10.3515,2.79066,6.78515,29.0879,8.33403,6.76774
ENSAPEG00000020540.1,0,11.1976,0,0,0.166726,3.9685
ENSAPEG00000020541.1,17.26108,14.224651,17.76717,15.679000286125,20.51339,17.057345
ENSAPEG00000020542.1,10.4832,17.0947,27.6418,35.5746,25.0804,20.9918
ENSAPEG00000020543.1,4.03575,2.82905,4.89133,2.23268,3.51793,3.657
ENSAPEG00000020544.1,17.1391,8.52622,18.4371,16.8595,19.8699,18.4949
ENSAPEG00000020545.1,50.3502,59.7161,20.9351,39.9349,27.9405,58.4218
ENSAPEG00000020546.1,17.1053,7.93069,4.38217,14.0987,8.93886,11.3006
ENSAPEG00000020547.1,15.7413,12.6306,16.1464,14.1604,18.2648,14.6388
ENSAPEG00000020548.1,6.54911,7.02721,13.5339,0,20.1394,5.41882
ENSAPEG00000020549.1,5.19277,3.47022,1.77798,3.80872,3.36469,5.40004
ENSAPEG00000020550.1,25.796183000000003,20.0852,27.072090000000003,19.6616,29.481959,29.473499999999998
ENSAPEG00000020552.1,5.21195,4.86059,2.95156,2.69529,3.44729,4.03636
ENSAPEG00000020553.1,0,0.833206,0,2.97309,4.7762,1.78808
ENSAPEG00000020554.1,3.47579,2.09109,2.16304,2.30551,2.74232,2.26332
ENSAPEG00000020555.1,11.68926,13.55916,8.35861233746,12.81933,16.0917,17.39447
ENSAPEG00000020556.1,16.5918,24.4525,25.6248,15.2249,21.4228,28.3644
ENSAPEG00000020557.1,1.01935,0.643548,0.576516,1.22915,0.959965,0.631704
ENSAPEG00000020558.1,0.232726,0.233659,0,0,0.217366,0.162291
ENSAPEG00000020559.1,0.405138,0.638055,1.67662,0,0.951445,1.03776
ENSAPEG00000020560.1,1.67235,1.53729,2.30089,2.45832,2.40693,4.0442
ENSAPEG00000020561.1,1.4618,1.80206,1.94759,2.769,0.835234,1.20427
ENSAPEG00000020562.1,2.43641,1.1554,1.41266,1.09931,1.68443,2.01186
ENSAPEG00000020563.1,18.321184,16.1263,24.9615,11.1502,6.81914,11.453925000000002
ENSAPEG00000020565.1,25.4939,23.7918,21.2748,21.5315,23.9686,27.5114
ENSAPEG00000020566.1,4.06319,2.45094,0.58175,3.37489,2.62698,2.90748
ENSAPEG00000020567.1,151.681531,128.555857,132.583,173.68669999999997,155.9929,154.3537064
ENSAPEG00000020568.1,20.9893,19.8303,24.5876,12.2434,20.5267,23.0102
ENSAPEG00000020569.1,447.87,324.463,458.772,196.569,533.274,427.146
ENSAPEG00000020570.1,1.71611,2.54006,3.27834,0,2.10848,2.55925
ENSAPEG00000020571.1,65.728,61.6659,54.15,64.9893,62.7652,73.6074
ENSAPEG00000020572.1,1.56638,0.753252,0,1.59696,0.339853,0.741303
ENSAPEG00000020573.1,13.5939,7.54151,9.09539,11.5278,9.26759,11.5838
ENSAPEG00000020574.1,132.488,29.6527,222.284,135.215,172.429,115.26
ENSAPEG00000020575.1,32.5179,17.2609,32.2125,36.8748,21.5797,30.2809
ENSAPEG00000020576.1,9.02874,4.43371,5.42208,4.53464,7.88872,8.58613
ENSAPEG00000020577.1,45.2044,24.8388,47.8374,23.5256,46.3439,29.9376
ENSAPEG00000020578.1,12.642,15.5223,0,0,8.65723,15.6622
ENSAPEG00000020580.1,9.6086,15.486759000000001,9.7775,12.4921,10.2474,13.6768696
ENSAPEG00000020581.1,10.3624,18.9769,9.12177,6.21816,9.1903,14.1773
ENSAPEG00000020582.1,21.388,52.8137,23.2259,15.5278,17.5592,33.5193
ENSAPEG00000020584.1,1.83328,2.43599,0.475627,0,1.47612,1.20203
ENSAPEG00000020585.1,1.2213,3.05045,6.05829,0,4.39606,4.22754
ENSAPEG00000020586.1,51.0124,9.04635,50.6933,73.7314,45.0357,36.2784
ENSAPEG00000020587.1,2.18215,2.29674,6.13708,5.24718,3.52748,4.29088
ENSAPEG00000020588.1,1.24446,0.589727,0,0,0,0.310327
ENSAPEG00000020589.1,0,0,0,0,0,0.111284
ENSAPEG00000020590.1,5.34797,2.15685,1.91832,1.6335,2.90515,4.09666
ENSAPEG00000020591.1,2.21486,2.99711,0.642263,2.74011,2.13886,5.37153
ENSAPEG00000020592.1,0.164388,0.0277782,0,0,0.0777565,0
ENSAPEG00000020593.1,5.27189,3.72968,6.25028,7.52297,3.81248,4.40192
ENSAPEG00000020594.1,13.36563,10.830992,10.946,10.7201,11.6366,14.75093
ENSAPEG00000020595.1,4.09807,3.08949,2.79557,0,3.16592,5.13884
ENSAPEG00000020596.1,52.9944,36.4546,56.8918,62.0692,44.3013,34.9303
ENSAPEG00000020597.1,0.979113,0.825724,0,1.85285,0.262714,0.732788
ENSAPEG00000020598.1,24.1842,10.057,30.5154,203.8,22.9441,26.8825
ENSAPEG00000020599.1,10.6071,10.884,0,0,5.06766,10.7938
ENSAPEG00000020600.1,0.755267,0.243438,1.41088,0,0.747588,0.779137
ENSAPEG00000020601.1,0,0.119213,0,4.73426,0,0
ENSAPEG00000020602.1,2.3873,4.18048,1.97346,6.3213800000000004,4.92667,2.50046
ENSAPEG00000020603.1,64.7032,58.7983,80.4465,26.2698,48.6889,53.0186
ENSAPEG00000020604.1,0.20547,0.225698,0.14255,1.51702,0.118741,0.223768
ENSAPEG00000020605.1,169.51510000000002,376.93600000000004,176.3134,265.2566,181.4021,234.4548
ENSAPEG00000020606.1,6.10939,4.97137,4.84318,4.92744,5.18231,5.22407
ENSAPEG00000020607.1,11.7428,17.8133,31.6198,13.3231,11.8654,16.4816
ENSAPEG00000020608.1,0,0,0,0,0.0981565,0
ENSAPEG00000020609.1,10.844909999999999,5.94348,12.825790000000001,11.33,28.344699999999996,11.91705
ENSAPEG00000020610.1,1.7571,1.04365,0.664794,1.76886,1.22076,1.64663
ENSAPEG00000020611.1,20.6456,15.18362,17.6515,11.7635,14.480704,16.815444
ENSAPEG00000020612.1,0,0,0,2.43591e-4,0,0
ENSAPEG00000020613.1,16.1727,10.545,16.2625,20.7828,17.7296,34.5691
ENSAPEG00000020614.1,5.03065,3.20599,2.4422,1.73447,6.22428,6.42119
ENSAPEG00000020615.1,66.7384,35.6643,44.3725,18.4426,27.0331,72.0718
ENSAPEG00000020616.1,8.94677,8.06475,10.2285,8.16613,11.5851,8.63458
ENSAPEG00000020617.1,3.8621,3.79598,3.17668,0,3.05738,2.68852
ENSAPEG00000020618.1,23.132199999999997,18.15415,9.35014,19.61758,21.84088,19.95562
ENSAPEG00000020619.1,4.57822,3.44216,0,2.44444,4.13888,4.88583
ENSAPEG00000020620.1,1.74556,1.15561,2.50065,1.77895,1.89209,2.18093
ENSAPEG00000020621.1,19.1457,25.1643,19.167,15.4287,11.3497,26.5812
ENSAPEG00000020623.1,650.351,276.028,344.33,469.874,268.76,395.132
ENSAPEG00000020624.1,28.7299,14.2603,9.4,0,13.3723,20.8957
ENSAPEG00000020625.1,4.97765,4.64583,5.70748,9.75646,6.3891,7.59141
ENSAPEG00000020626.1,4.05216,7.361435999999999,16.4171,1.16858,1.1861579999999998,5.328435000000001
ENSAPEG00000020627.1,0.408481,0.462279,0.848176,0,0.545763,0.345257
ENSAPEG00000020628.1,5.96248,6.07453,6.94879,4.1264,5.90489,7.28389
ENSAPEG00000020629.1,14.57196,15.835393,15.6044,9.300773419999999,14.34785,16.368266000000002
ENSAPEG00000020630.1,38.847497000000004,24.606376,36.5685,37.9437,39.122609,39.492098
ENSAPEG00000020631.1,1.862538,6.94609,10.721309999999999,2.690543,9.11349,3.4732899999999995
ENSAPEG00000020632.1,2.35243,4.90701,0.912118,1.94723,4.69256,3.33736
ENSAPEG00000020633.1,4.51609,5.27202,4.84435,5.29261,5.558238,5.47125
ENSAPEG00000020634.1,6.815112,5.212867,2.111,3.00197,4.267809,7.356136
ENSAPEG00000020635.1,35.408699999999996,20.66207,25.48226,25.9251,29.26166,32.346759999999996
ENSAPEG00000020637.1,17.516953,7.9137674,29.75328,18.51615,6.3644007,7.5105689
ENSAPEG00000020638.1,1.37843,1.5620697000000001,3.29519,1.55655,1.8337162,1.663579
ENSAPEG00000020639.1,0,0,0,0,0,0.225774
ENSAPEG00000020640.1,0.416007,0.856532,0.518997,0.552572,0.451903,0.451271
ENSAPEG00000020642.1,5.65881,1.05274,1.1585,0,1.35988,5.55557
ENSAPEG00000020643.1,292.185,442.222,502.307,173.448,350.476,320.001
ENSAPEG00000020644.1,11.517,18.1917,12.4208,11.4041,29.0734,16.956
ENSAPEG00000020645.1,82.74969999999999,162.91219999999998,116.9736,52.9866,113.40169999999999,125.1876
ENSAPEG00000020646.1,0,0,0,0,0.830745,1.21653
ENSAPEG00000020647.1,9.979190000000001,5.48508,7.1946,7.65715,9.78166,7.59309
ENSAPEG00000020648.1,4.85705,3.89593,4.21189,1.49739,4.99357,3.3748
ENSAPEG00000020649.1,2.16689,0.732625,0,0,0.876254,0.639482
ENSAPEG00000020650.1,7.986800000000001,11.474856,16.48054,13.43745,13.9251448,12.7765013
ENSAPEG00000020651.1,36.55032,39.34914,38.40566,26.0736,38.19191,39.94094
ENSAPEG00000020652.1,0.152933,0.90177,1.89694,2.02512,3.87479,3.01712
ENSAPEG00000020653.1,17.3914,12.4563,22.971,26.7603,33.1235,16.9722
ENSAPEG00000020654.1,2.95017,1.82029,2.74633,4.09383,2.12093,2.71169
ENSAPEG00000020655.1,42.294783,33.266968,32.8777,40.1121,33.523416000000005,36.72454
ENSAPEG00000020656.1,9.56413,6.9818,7.05479,9.7681,10.5751,9.31469
ENSAPEG00000020657.1,0.905084,0.749355,0,0,1.68442,0.467764
ENSAPEG00000020658.1,3.85186,5.95781,6.58409,4.00904,4.66352,5.57281
ENSAPEG00000020659.1,1.46617,0.537646,0,0,0.136432,0.561999
ENSAPEG00000020660.1,12.5771,9.04948,8.34709,10.1621,11.46744,11.44765
ENSAPEG00000020661.1,0.409853,0.530142,0,1.80989,0.384972,0.334029
ENSAPEG00000020662.1,38.1613,58.777,33.3136,22.9564,39.4247,45.9226
ENSAPEG00000020663.1,12.4687,9.38288,8.024989999999999,6.71699,6.77378,9.788540000000001
ENSAPEG00000020664.1,21.0736,43.0521,49.6559,8.02584,39.6818,26.9337
ENSAPEG00000020665.1,151.9,208.458,260.501,71.7923,240.09,173.348
ENSAPEG00000020666.1,14.1513,9.05925,15.0036,13.6898,17.9335,12.7782
ENSAPEG00000020667.1,9.103,9.43794,4.47396,8.47613,6.39675,9.28381
ENSAPEG00000020668.1,144.624,141.223,187.032,221.279,152.068,147.937
ENSAPEG00000020669.1,0,0,0,0,0,0
ENSAPEG00000020670.1,1.86149,0.991961,0,0,1.4693,2.04134
ENSAPEG00000020671.1,45.9776,32.2432,42.4465,57.5835,41.2232,45.8719
ENSAPEG00000020672.1,0.251984,0.668363,0.314224,0.669246,0.16653,0.370275
ENSAPEG00000020673.1,5.877166,2.968143,5.0006889999999995,5.22759,5.098172,3.334117
ENSAPEG00000020674.1,1.3851,1.16624,0.375289,0,1.19327,1.90643
ENSAPEG00000020675.1,7.147083,5.591814,9.02197,9.77462,10.465267,8.530722
ENSAPEG00000020676.1,2.5662,3.28345,1.77368,1.26058,4.47473,3.58821
ENSAPEG00000020677.1,46.5676,27.6266,30.417,64.5524,38.7629,39.0749
ENSAPEG00000020679.1,3.37663,8.55843,0,0,4.73442,8.48221
ENSAPEG00000020680.1,124.73276,126.429778,80.5399,109.80614,108.36166,121.64165000000001
ENSAPEG00000020681.1,0.357873,0.23354,0.583146,0.41365,0.345931,0.370428
ENSAPEG00000020682.1,2.95578,3.07726,2.11946,0,2.6592469999999997,4.103922
ENSAPEG00000020683.1,13.722639999999998,19.08471,18.01564,3.78991,19.37952,17.1314
ENSAPEG00000020684.1,74.3287,104.516,77.6877,62.623,73.2948,79.8006
ENSAPEG00000020685.1,7.528708999999999,5.8891,6.707027,5.835572,6.901248000000001,7.93662
ENSAPEG00000020686.1,12.4187,15.9755,5.6339,12.0875,17.5356,21.4425
ENSAPEG00000020687.1,12.3233,6.810556,7.38905,9.799736845790001,7.5345,8.977409999999999
ENSAPEG00000020688.1,2.7545,2.07287,2.74728,0,1.71254,1.61631
ENSAPEG00000020690.1,18.7622,18.7418,17.7226,19.813,19.795,22.201
ENSAPEG00000020692.1,16.8721489,15.5473,18.654311926120002,11.89335893,23.690750001767505,19.50531
ENSAPEG00000020694.1,10.01442,6.266064,9.246537,15.016513919600001,11.733195,10.426101
ENSAPEG00000020695.1,15.1342,20.357045999999997,13.1567,17.93635,13.229645,18.856133
ENSAPEG00000020696.1,11.88565,7.00508,9.04215000995897,11.7612,9.28951,10.04888
ENSAPEG00000020697.1,8.54305,7.623264,10.2174000117011,8.7634564,9.50978,10.010748
ENSAPEG00000020699.1,3.38443,2.847535,4.5694008172,1.0821582555,2.812386,4.921111
ENSAPEG00000020700.1,3.9309510000000003,2.233434,3.22748,6.93504844,3.1700860093,4.370354
ENSAPEG00000020701.1,2.55379,3.1247,2.80997,1.99491,2.45837,2.13737
ENSAPEG00000020702.1,4.55625,4.67946,0.808301,5.17468,5.8543,6.40957
ENSAPEG00000020703.1,0.250331,0.221832,0.312575,0.665323,0.366878,0.2103
ENSAPEG00000020704.1,150.896,47.4944,157.241,145.446,171.38,104.642
ENSAPEG00000020705.1,10.424539,13.103394,11.81315,8.34228,10.933301,13.19707
ENSAPEG00000020706.1,9.50869,4.9087,6.27238,15.0393,10.2342,8.12621
ENSAPEG00000020707.1,6.41689,5.33675,3.89097,2.95927,6.06032,6.06544
ENSAPEG00000020708.1,3.18344,2.0313,1.84887,2.62355,1.8784,2.61738
ENSAPEG00000020709.1,2.42424,3.24513,3.12186,1.10907,1.69348,2.36748
ENSAPEG00000020710.1,2.85896,0.473472,3.5039,0,0,0.594742
ENSAPEG00000020711.1,39.152,26.2158,28.581,21.8848,31.4681,33.2467
ENSAPEG00000020712.1,19.60794,17.80511,19.2821,15.8748,15.78964,23.13682
ENSAPEG00000020713.1,720.04,830.144,801.593,628.633,729.81,675.038
ENSAPEG00000020714.1,5.40041,4.35771,4.61417,5.97926,6.82064,6.30591
ENSAPEG00000020715.1,5.74934,4.8213490000000006,4.875752661,5.259460000000001,5.182492,6.095946
ENSAPEG00000020716.1,13.0183,9.82248,11.5539,10.0948,14.3097,13.6467
ENSAPEG00000020717.1,6.57797,4.84376,6.70461,0,5.08642,5.6275
ENSAPEG00000020718.1,4.29073,0.535915,0,86.9376,4.13241,16.8987
ENSAPEG00000020719.1,0,0,0,0,0.0945035,0.044466
ENSAPEG00000020720.1,7.03392,5.3093,4.25183,4.54118,5.3068,8.23385
ENSAPEG00000020721.1,1.56591,2.13799,0,0,0.492088,1.57762
ENSAPEG00000020722.1,10.4033,11.290550999999999,9.24468,6.33744,10.2114,10.314357000000001
ENSAPEG00000020723.1,5.16967,4.83814,2.85433,3.04037,4.55876,5.39095
ENSAPEG00000020724.1,1.3054,0.639053,0.810533,0,1.53325,0.980423
ENSAPEG00000020726.1,179.817,133.252,132.856,102.989,151.534,149.63
ENSAPEG00000020727.1,0,3.96386,0,0,0,1.21439
ENSAPEG00000020728.1,0,1.56783,0,0,0,0.904358
ENSAPEG00000020729.1,9.62287,5.966451,10.3419,3.67154,13.3625,10.1282
ENSAPEG00000020730.1,20.3481,29.1443,21.4392,45.9823,44.1732,23.8063
ENSAPEG00000020731.1,43.7712,28.7437,41.9913,0,59.1353,43.3573
ENSAPEG00000020732.1,0,0,0,0,0,0
ENSAPEG00000020733.1,0.392782,0.0716615,0,0,0.197266,0.325827
ENSAPEG00000020734.1,10.227794,6.4571,8.16536,8.55926,7.98375,11.0114261
ENSAPEG00000020735.1,38.592385,93.18469900000001,39.65076,51.5041,41.5559,67.363163
ENSAPEG00000020736.1,0.584648,1.64533,3.58397,0,2.17411,2.22756
ENSAPEG00000020737.1,2.27614,0.451902,2.49357,1.77389,0.628914,0.724909
ENSAPEG00000020738.1,0.669532,0.630422,0.321099,0.683907,0.413274,0.522538
ENSAPEG00000020739.1,7.564633000000001,5.43847,8.75301,6.0911801190579995,7.6804,7.356275
ENSAPEG00000020740.1,4.650584,4.1166615,3.49896,2.64519,4.280622800000001,5.129141
ENSAPEG00000020741.1,38.4726,63.4004,42.174,60.3288,25.6639,54.9866
ENSAPEG00000020742.1,124.0207,83.19137,100.1889897451,84.9908744,112.1019,104.6045
ENSAPEG00000020743.1,6.60042,7.93211,8.19585,3.4981,6.75955,8.62306
ENSAPEG00000020744.1,560.468,711.515,590.618,472.915,648.107,639.476
ENSAPEG00000020745.1,8.2334008949,8.34487,6.8738600000000005,5.94527,7.328080000198217,10.0218
ENSAPEG00000020746.1,23.4961,21.7341,17.5226,17.0475,33.9518,22.4085
ENSAPEG00000020747.1,11.0624,9.08269,4.88922,13.0631,8.87447,12.1984
ENSAPEG00000020748.1,2.35001,2.37007,2.16366,4.65763,3.28917,1.96456
ENSAPEG00000020749.1,43.571333,34.798919000000005,48.44089,38.6404,45.942318,49.547537600000005
ENSAPEG00000020750.1,8.191183,4.732,9.75051,21.956269999999996,8.39525,18.38532
ENSAPEG00000020752.1,3.46573,2.78403,2.98216,0.529158,3.70685,3.67322
ENSAPEG00000020753.1,20.9174,22.0172,13.1519,12.8276,16.8587,21.6881
ENSAPEG00000020754.1,0,0,0,0,0,0
ENSAPEG00000020757.1,6.54911,0,0,0,2.05723,0
ENSAPEG00000020758.1,0,0,0,0,0.2436,0
ENSAPEG00000020759.1,0.954367,0.6366109999999999,0,0,0.881194,1.032516
ENSAPEG00000020760.1,14.5947,25.7827,13.6733,20.0638,15.9063,23.4441
ENSAPEG00000020761.1,543.859,475.682,430.029,499.959,564.909,486.009
ENSAPEG00000020762.1,7.28311,6.90851,4.26463,0,8.58308,8.37547
ENSAPEG00000020763.1,0,0,0,0,2.37887,0
ENSAPEG00000020764.1,0,0,3.16241,0,0,0.117295
ENSAPEG00000020765.1,767.923,718.603,801.166,679.944,800.071,770.192
ENSAPEG00000020768.1,14.13186,13.804927,13.5218,19.38,15.088934,14.041943
ENSAPEG00000020770.1,7.74757,6.54134,5.52127,5.04914,6.74423,5.2801
ENSAPEG00000020771.1,1.29983,2.43628,0.734172,4.69874,3.27786,3.0461488
ENSAPEG00000020772.1,1.71078,2.04382,3.54381,1.51189,2.52088,2.01263
ENSAPEG00000020773.1,103.864,42.8581,209.503,1026.13,15.229,86.0701
ENSAPEG00000020774.1,15.96976,11.54681,11.817500002495121,10.9931,12.34144,13.18343
ENSAPEG00000020775.1,168.608,150.278,150.322,290.415,177.028,180.081
ENSAPEG00000020776.1,0,0.686222,0,0,0.2436,0.499496
ENSAPEG00000020778.1,4.96125,3.26675,4.30374,3.89252,4.19617,4.32413
ENSAPEG00000020779.1,12.8782,2.65579,0,0,2.23776,2.57081
ENSAPEG00000020780.1,0,0,0,12.761,0,0
ENSAPEG00000020781.1,2.35627,3.56427,3.22373,4.21186,2.52192,2.9985057
ENSAPEG00000020782.1,20.0127,19.54776,35.039,21.2038,29.032980000000002,20.554621
ENSAPEG00000020783.1,97.8463,63.9393,76.5792,82.9478,84.4419,98.2311
ENSAPEG00000020784.1,234.232,227.116,155.757,163.719,186.694,193.721
ENSAPEG00000020785.1,7.10596,0.247785,0,0,2.90376,1.42358
ENSAPEG00000020786.1,12.875100034001,14.47444,16.7894,13.6483,15.09108,15.59569
ENSAPEG00000020787.1,9.36654,26.060751,8.515640000000001,8.97852,9.89285,12.92767
ENSAPEG00000020788.1,0.921787,0.557499,1.1415,0,1.12241,1.19018
ENSAPEG00000020789.1,2.608357,1.9627858999999999,3.70259,0,2.22136,3.2934829
ENSAPEG00000020790.1,0.583539,0.220682,0.493502,0.518182,0.285493,0.398254
ENSAPEG00000020791.1,55.5124,52.7295,54.5546,24.3019,103.439,39.8846
ENSAPEG00000020792.1,6.36698,3.59748,3.22728,8.6086,5.86072,4.40296
ENSAPEG00000020793.1,1.5669520000000001,1.130215,2.3106,6.81752,2.366762,2.707509
ENSAPEG00000020795.1,13.0261,19.4128,11.3212,12.4198,10.1879,17.5841
ENSAPEG00000020796.1,0.395086,0.352602,0,2.61261,0.184885,0.640428
ENSAPEG00000020797.1,0,0,0,0,0,0
ENSAPEG00000020798.1,13.12736,7.884539999999999,5.66343,1.39185,10.42043,14.1066
ENSAPEG00000020799.1,17.292360000000002,15.49686,19.91317,35.3153,19.648400000000002,19.04152
ENSAPEG00000020800.1,0,0,0,0,0,0
ENSAPEG00000020801.1,3.94433,5.18379,2.72724,4.65109,2.76608,3.60071
ENSAPEG00000020802.1,5.03428,3.95615,3.67554,3.46771,5.39571,4.29185
ENSAPEG00000020803.1,33.57396,16.06786,26.39399,17.517600008382143,24.6982,28.47618
ENSAPEG00000020804.1,9.14782,13.5219,11.4988,8.16575,10.1171,10.564
ENSAPEG00000020805.1,9.69454,5.81287,9.53631,7.90698,8.49619,9.64444
ENSAPEG00000020806.1,1.65711,2.02724,8.51433,3.64706,4.888,5.05362
ENSAPEG00000020807.1,17.8296,15.1944,16.992,10.7745,11.142,16.9999
ENSAPEG00000020808.1,39.2122,5.59185,0,71.9624,3.05623,30.7823
ENSAPEG00000020809.1,3.47651,2.31339,2.78793,0,2.47901,2.58648
ENSAPEG00000020811.1,30.3419,47.7525,30.4468,35.4556,44.953,47.1083
ENSAPEG00000020812.1,0.628838,0.595982,0.560274,0,0.360571,0.589372
ENSAPEG00000020813.1,12.1984,9.42342,15.842,17.1105,16.6602,23.6706
ENSAPEG00000020815.1,61.2242,51.9154,48.15,57.8109,42.6085,52.916
ENSAPEG00000020816.1,14.1196,9.74075,13.4448,21.1323,17.3501,14.7222
ENSAPEG00000020817.1,3.38841,3.07137,3.1051,6.92026,2.80658,3.85717
ENSAPEG00000020818.1,10.4566,17.3769,31.6454,0,16.003,2.92577
ENSAPEG00000020819.1,0.702526,8.43742,0.546464,0,0.785872,4.52848
ENSAPEG00000020820.1,171.174,133.811,72.6842,0,137.818,201.235
ENSAPEG00000020821.1,5.042,2.49134,2.01639,2.15315,3.58461,3.83271
ENSAPEG00000020822.1,7.42361,4.42398,4.19776,2.55731,5.58257,6.3189
